Beginning output for all logs:
778:InfoPacket: Creating logger object 
7427:WallMap: y 0: 0 
7427:WallMap: y 1: 10 
7427:WallMap: y 2: 720.0 
7427:WallMap: y 3: 720.0 
7427:WallMap: x 0: 0 
7427:WallMap: x 1: 10 
7427:WallMap: x 2: 720.0 
7427:WallMap: x 3: 720.0 
7428:WallMap: y 0: 0 
7428:WallMap: y 1: 10 
7428:WallMap: y 2: 720.0 
7428:WallMap: y 3: 720.0 
7428:WallMap: x 0: 0 
7428:WallMap: x 1: 10 
7428:WallMap: x 2: 720.0 
7428:WallMap: x 3: 720.0 
7428:WallMap: y 0: 0 
7429:WallMap: y 1: 10 
7429:WallMap: y 2: 720.0 
7429:WallMap: y 3: 720.0 
7429:WallMap: x 0: 0 
7429:WallMap: x 1: 10 
7429:WallMap: x 2: 720.0 
7429:WallMap: x 3: 720.0 
7429:WallMap: y 0: 0 
7429:WallMap: y 1: 10 
7429:WallMap: y 2: 720.0 
7430:WallMap: y 3: 720.0 
7430:WallMap: x 0: 0 
7430:WallMap: x 1: 10 
7430:WallMap: x 2: 720.0 
7430:WallMap: x 3: 720.0 
7430:WallMap: y 0: 0 
7430:WallMap: y 1: 10 
7430:WallMap: y 2: 720.0 
7431:WallMap: y 3: 720.0 
7431:WallMap: x 0: 0 
7431:WallMap: x 1: 10 
7431:WallMap: x 2: 720.0 
7431:WallMap: x 3: 720.0 
7431:WallMap: y 0: 0 
7431:WallMap: y 1: 10 
7431:WallMap: y 2: 720.0 
7432:WallMap: y 3: 720.0 
7432:WallMap: x 0: 0 
7432:WallMap: x 1: 10 
7432:WallMap: x 2: 720.0 
7432:WallMap: x 3: 720.0 
7432:WallMap: y 0: 0 
7432:WallMap: y 1: 10 
7432:WallMap: y 2: 720.0 
7433:WallMap: y 3: 720.0 
7433:WallMap: x 0: 0 
7433:WallMap: x 1: 10 
7433:WallMap: x 2: 720.0 
7433:WallMap: x 3: 720.0 
7433:WallMap: y 0: 0 
7433:WallMap: y 1: 10 
7433:WallMap: y 2: 720.0 
7434:WallMap: y 3: 720.0 
7434:WallMap: x 0: 0 
7434:WallMap: x 1: 10 
7434:WallMap: x 2: 720.0 
7434:WallMap: x 3: 720.0 
7434:WallMap: y 0: 0 
7434:WallMap: y 1: 10 
7435:WallMap: y 2: 720.0 
7435:WallMap: y 3: 720.0 
7435:WallMap: x 0: 0 
7435:WallMap: x 1: 10 
7435:WallMap: x 2: 720.0 
7435:WallMap: x 3: 720.0 
7435:WallMap: y 0: 0 
7435:WallMap: y 1: 10 
7435:WallMap: y 2: 720.0 
7436:WallMap: y 3: 720.0 
7436:WallMap: x 0: 0 
7436:WallMap: x 1: 10 
7436:WallMap: x 2: 720.0 
7436:WallMap: x 3: 720.0 
7436:WallMap: y 0: 0 
7436:WallMap: y 1: 10 
7436:WallMap: y 2: 720.0 
7437:WallMap: y 3: 720.0 
7437:WallMap: x 0: 0 
7437:WallMap: x 1: 10 
7437:WallMap: x 2: 720.0 
7437:WallMap: x 3: 720.0 
7437:WallMap: y 0: 0 
7437:WallMap: y 1: 10 
7437:WallMap: y 2: 720.0 
7437:WallMap: y 3: 720.0 
7438:WallMap: x 0: 0 
7438:WallMap: x 1: 10 
7438:WallMap: x 2: 720.0 
7438:WallMap: x 3: 720.0 
7438:WallMap: y 0: 0 
7438:WallMap: y 1: 10 
7438:WallMap: y 2: 720.0 
7438:WallMap: y 3: 720.0 
7439:WallMap: x 0: 0 
7439:WallMap: x 1: 10 
7439:WallMap: x 2: 720.0 
7439:WallMap: x 3: 720.0 
7439:WallMap: y 0: 0 
7439:WallMap: y 1: 10 
7439:WallMap: y 2: 720.0 
7439:WallMap: y 3: 720.0 
7440:WallMap: x 0: 0 
7440:WallMap: x 1: 10 
7440:WallMap: x 2: 720.0 
7440:WallMap: x 3: 720.0 
7440:WallMap: y 0: 0 
7440:WallMap: y 1: 10 
7440:WallMap: y 2: 720.0 
7440:WallMap: y 3: 720.0 
7441:WallMap: x 0: 0 
7441:WallMap: x 1: 10 
7441:WallMap: x 2: 720.0 
7441:WallMap: x 3: 720.0 
7441:WallMap: y 0: 0 
7441:WallMap: y 1: 10 
7441:WallMap: y 2: 720.0 
7442:WallMap: y 3: 720.0 
7442:WallMap: x 0: 0 
7442:WallMap: x 1: 10 
7442:WallMap: x 2: 720.0 
7442:WallMap: x 3: 720.0 
7442:WallMap: y 0: 0 
7442:WallMap: y 1: 10 
7442:WallMap: y 2: 720.0 
7443:WallMap: y 3: 720.0 
7443:WallMap: x 0: 0 
7443:WallMap: x 1: 10 
7443:WallMap: x 2: 720.0 
7443:WallMap: x 3: 720.0 
7443:WallMap: y 0: 0 
7443:WallMap: y 1: 10 
7444:WallMap: y 2: 720.0 
7444:WallMap: y 3: 720.0 
7444:WallMap: x 0: 0 
7444:WallMap: x 1: 10 
7444:WallMap: x 2: 720.0 
7444:WallMap: x 3: 720.0 
7444:WallMap: y 0: 0 
7444:WallMap: y 1: 10 
7445:WallMap: y 2: 720.0 
7445:WallMap: y 3: 720.0 
7445:WallMap: x 0: 0 
7445:WallMap: x 1: 10 
7445:WallMap: x 2: 720.0 
7445:WallMap: x 3: 720.0 
7445:WallMap: y 0: 0 
7445:WallMap: y 1: 10 
7446:WallMap: y 2: 720.0 
7446:WallMap: y 3: 720.0 
7446:WallMap: x 0: 0 
7446:WallMap: x 1: 10 
7446:WallMap: x 2: 720.0 
7446:WallMap: x 3: 720.0 
7446:WallMap: y 0: 0 
7447:WallMap: y 1: 10 
7447:WallMap: y 2: 720.0 
7447:WallMap: y 3: 720.0 
7447:WallMap: x 0: 0 
7447:WallMap: x 1: 10 
7447:WallMap: x 2: 720.0 
7447:WallMap: x 3: 720.0 
7447:WallMap: y 0: 0 
7447:WallMap: y 1: 10 
7448:WallMap: y 2: 720.0 
7448:WallMap: y 3: 720.0 
7448:WallMap: x 0: 0 
7448:WallMap: x 1: 10 
7448:WallMap: x 2: 720.0 
7448:WallMap: x 3: 720.0 
7448:WallMap: y 0: 0 
7449:WallMap: y 1: 10 
7449:WallMap: y 2: 720.0 
7449:WallMap: y 3: 720.0 
7449:WallMap: x 0: 0 
7449:WallMap: x 1: 10 
7449:WallMap: x 2: 720.0 
7449:WallMap: x 3: 720.0 
7449:WallMap: y 0: 0 
7450:WallMap: y 1: 10 
7450:WallMap: y 2: 720.0 
7450:WallMap: y 3: 720.0 
7450:WallMap: x 0: 0 
7450:WallMap: x 1: 10 
7450:WallMap: x 2: 720.0 
7451:WallMap: x 3: 720.0 
7451:WallMap: y 0: 0 
7451:WallMap: y 1: 10 
7451:WallMap: y 2: 720.0 
7451:WallMap: y 3: 720.0 
7451:WallMap: x 0: 0 
7451:WallMap: x 1: 10 
7451:WallMap: x 2: 720.0 
7451:WallMap: x 3: 720.0 
7452:WallMap: y 0: 0 
7452:WallMap: y 1: 10 
7452:WallMap: y 2: 720.0 
7452:WallMap: y 3: 720.0 
7452:WallMap: x 0: 0 
7452:WallMap: x 1: 10 
7453:WallMap: x 2: 720.0 
7453:WallMap: x 3: 720.0 
7453:WallMap: y 0: 0 
7453:WallMap: y 1: 10 
7453:WallMap: y 2: 720.0 
7453:WallMap: y 3: 720.0 
7454:WallMap: x 0: 0 
7454:WallMap: x 1: 10 
7454:WallMap: x 2: 720.0 
7454:WallMap: x 3: 720.0 
7454:WallMap: y 0: 0 
7454:WallMap: y 1: 10 
7454:WallMap: y 2: 720.0 
7455:WallMap: y 3: 720.0 
7455:WallMap: x 0: 0 
7455:WallMap: x 1: 10 
7455:WallMap: x 2: 720.0 
7455:WallMap: x 3: 720.0 
7455:WallMap: y 0: 0 
7455:WallMap: y 1: 10 
7456:WallMap: y 2: 720.0 
7456:WallMap: y 3: 720.0 
7456:WallMap: x 0: 0 
7456:WallMap: x 1: 10 
7456:WallMap: x 2: 720.0 
7456:WallMap: x 3: 720.0 
7456:WallMap: y 0: 0 
7457:WallMap: y 1: 10 
7457:WallMap: y 2: 720.0 
7457:WallMap: y 3: 720.0 
7457:WallMap: x 0: 0 
7457:WallMap: x 1: 10 
7457:WallMap: x 2: 720.0 
7457:WallMap: x 3: 720.0 
7457:WallMap: y 0: 0 
7458:WallMap: y 1: 10 
7458:WallMap: y 2: 720.0 
7458:WallMap: y 3: 720.0 
7458:WallMap: x 0: 0 
7458:WallMap: x 1: 10 
7458:WallMap: x 2: 720.0 
7458:WallMap: x 3: 720.0 
7459:WallMap: y 0: 0 
7459:WallMap: y 1: 10 
7459:WallMap: y 2: 720.0 
7459:WallMap: y 3: 720.0 
7459:WallMap: x 0: 0 
7459:WallMap: x 1: 10 
7459:WallMap: x 2: 720.0 
7460:WallMap: x 3: 720.0 
7460:WallMap: y 0: 0 
7460:WallMap: y 1: 10 
7460:WallMap: y 2: 720.0 
7460:WallMap: y 3: 720.0 
7460:WallMap: x 0: 0 
7460:WallMap: x 1: 10 
7460:WallMap: x 2: 720.0 
7461:WallMap: x 3: 720.0 
7461:WallMap: y 0: 0 
7461:WallMap: y 1: 10 
7461:WallMap: y 2: 720.0 
7461:WallMap: y 3: 720.0 
7461:WallMap: x 0: 0 
7461:WallMap: x 1: 10 
7461:WallMap: x 2: 720.0 
7462:WallMap: x 3: 720.0 
7462:WallMap: y 0: 0 
7462:WallMap: y 1: 10 
7462:WallMap: y 2: 720.0 
7462:WallMap: y 3: 720.0 
7462:WallMap: x 0: 0 
7462:WallMap: x 1: 10 
7462:WallMap: x 2: 720.0 
7463:WallMap: x 3: 720.0 
7463:WallMap: y 0: 0 
7463:WallMap: y 1: 10 
7463:WallMap: y 2: 720.0 
7463:WallMap: y 3: 720.0 
7463:WallMap: x 0: 0 
7463:WallMap: x 1: 10 
7463:WallMap: x 2: 720.0 
7464:WallMap: x 3: 720.0 
7464:WallMap: y 0: 0 
7464:WallMap: y 1: 10 
7464:WallMap: y 2: 720.0 
7464:WallMap: y 3: 720.0 
7464:WallMap: x 0: 0 
7465:WallMap: x 1: 10 
7465:WallMap: x 2: 720.0 
7465:WallMap: x 3: 720.0 
7465:WallMap: y 0: 0 
7465:WallMap: y 1: 10 
7465:WallMap: y 2: 720.0 
7465:WallMap: y 3: 720.0 
7466:WallMap: x 0: 0 
7466:WallMap: x 1: 10 
7466:WallMap: x 2: 720.0 
7466:WallMap: x 3: 720.0 
7466:WallMap: y 0: 0 
7466:WallMap: y 1: 10 
7466:WallMap: y 2: 720.0 
7466:WallMap: y 3: 720.0 
7467:WallMap: x 0: 0 
7467:WallMap: x 1: 10 
7467:WallMap: x 2: 720.0 
7467:WallMap: x 3: 720.0 
7467:WallMap: y 0: 0 
7467:WallMap: y 1: 10 
7467:WallMap: y 2: 720.0 
7468:WallMap: y 3: 720.0 
7468:WallMap: x 0: 0 
7468:WallMap: x 1: 10 
7468:WallMap: x 2: 720.0 
7468:WallMap: x 3: 720.0 
7468:WallMap: y 0: 0 
7468:WallMap: y 1: 10 
7468:WallMap: y 2: 720.0 
7469:WallMap: y 3: 720.0 
7469:WallMap: x 0: 0 
7469:WallMap: x 1: 10 
7469:WallMap: x 2: 720.0 
7469:WallMap: x 3: 720.0 
7469:WallMap: y 0: 0 
7469:WallMap: y 1: 10 
7469:WallMap: y 2: 720.0 
7470:WallMap: y 3: 720.0 
7470:WallMap: x 0: 0 
7470:WallMap: x 1: 10 
7470:WallMap: x 2: 720.0 
7470:WallMap: x 3: 720.0 
7470:WallMap: y 0: 0 
7470:WallMap: y 1: 10 
7470:WallMap: y 2: 720.0 
7471:WallMap: y 3: 720.0 
7475:Robot: State changed to: stop 
7475:WallMap: x 0: 0 
7475:WallMap: x 1: 10 
7475:WallMap: x 2: 720.0 
7476:WallMap: x 3: 720.0 
7476:WallMap: y 0: 0 
7476:WallMap: y 1: 10 
7476:WallMap: y 2: 720.0 
7476:WallMap: y 3: 720.0 
7476:WallMap: x 0: 0 
7476:WallMap: x 1: 10 
7477:WallMap: x 2: 720.0 
7477:WallMap: x 3: 720.0 
7477:WallMap: y 0: 0 
7477:WallMap: y 1: 10 
7477:WallMap: y 2: 720.0 
7477:WallMap: y 3: 720.0 
7477:WallMap: x 0: 0 
7478:WallMap: x 1: 10 
7478:WallMap: x 2: 720.0 
7478:WallMap: x 3: 720.0 
7478:WallMap: y 0: 0 
7478:WallMap: y 1: 10 
7478:WallMap: y 2: 720.0 
7478:WallMap: y 3: 720.0 
7479:WallMap: x 0: 0 
7479:WallMap: x 1: 10 
7479:WallMap: x 2: 720.0 
7479:WallMap: x 3: 720.0 
7479:WallMap: y 0: 0 
7480:WallMap: y 1: 10 
7480:WallMap: y 2: 720.0 
7480:WallMap: y 3: 720.0 
7480:WallMap: x 0: 0 
7480:WallMap: x 1: 10 
7480:WallMap: x 2: 720.0 
7480:WallMap: x 3: 720.0 
7481:WallMap: y 0: 0 
7481:WallMap: y 1: 10 
7481:WallMap: y 2: 720.0 
7481:WallMap: y 3: 720.0 
7481:WallMap: x 0: 0 
7481:WallMap: x 1: 10 
7482:WallMap: x 2: 720.0 
7482:WallMap: x 3: 720.0 
7482:WallMap: y 0: 0 
7482:WallMap: y 1: 10 
7482:WallMap: y 2: 720.0 
7482:WallMap: y 3: 720.0 
7482:WallMap: x 0: 0 
7483:WallMap: x 1: 10 
7483:WallMap: x 2: 720.0 
7483:WallMap: x 3: 720.0 
7483:WallMap: y 0: 0 
7483:WallMap: y 1: 10 
7483:WallMap: y 2: 720.0 
7484:WallMap: y 3: 720.0 
7484:WallMap: x 0: 0 
7484:WallMap: x 1: 10 
7484:WallMap: x 2: 720.0 
7484:WallMap: x 3: 720.0 
7484:WallMap: y 0: 0 
7484:WallMap: y 1: 10 
7485:WallMap: y 2: 720.0 
7485:WallMap: y 3: 720.0 
7485:WallMap: x 0: 0 
7485:WallMap: x 1: 10 
7485:WallMap: x 2: 720.0 
7485:WallMap: x 3: 720.0 
7485:WallMap: y 0: 0 
7485:WallMap: y 1: 10 
7486:WallMap: y 2: 720.0 
7486:WallMap: y 3: 720.0 
7486:WallMap: x 0: 0 
7486:WallMap: x 1: 10 
7486:WallMap: x 2: 720.0 
7486:WallMap: x 3: 720.0 
7486:WallMap: y 0: 0 
7487:WallMap: y 1: 10 
7487:WallMap: y 2: 720.0 
7487:WallMap: y 3: 720.0 
7487:WallMap: x 0: 0 
7487:WallMap: x 1: 10 
7487:WallMap: x 2: 720.0 
7487:WallMap: x 3: 720.0 
7488:WallMap: y 0: 0 
7488:WallMap: y 1: 10 
7488:WallMap: y 2: 720.0 
7488:WallMap: y 3: 720.0 
7488:WallMap: x 0: 0 
7488:WallMap: x 1: 10 
7488:WallMap: x 2: 720.0 
7489:WallMap: x 3: 720.0 
7489:WallMap: y 0: 0 
7489:WallMap: y 1: 10 
7489:WallMap: y 2: 720.0 
7489:WallMap: y 3: 720.0 
7489:WallMap: x 0: 0 
7489:WallMap: x 1: 10 
7489:WallMap: x 2: 720.0 
7490:WallMap: x 3: 720.0 
7490:WallMap: y 0: 0 
7490:WallMap: y 1: 10 
7490:WallMap: y 2: 720.0 
7490:WallMap: y 3: 720.0 
7490:WallMap: x 0: 0 
7490:WallMap: x 1: 10 
7490:WallMap: x 2: 720.0 
7490:WallMap: x 3: 720.0 
7490:WallMap: y 0: 0 
7491:WallMap: y 1: 10 
7491:WallMap: y 2: 720.0 
7491:WallMap: y 3: 720.0 
7491:WallMap: x 0: 0 
7491:WallMap: x 1: 10 
7491:WallMap: x 2: 720.0 
7491:WallMap: x 3: 720.0 
7491:WallMap: y 0: 0 
7491:WallMap: y 1: 10 
7492:WallMap: y 2: 720.0 
7492:WallMap: y 3: 720.0 
7492:WallMap: x 0: 0 
7492:WallMap: x 1: 10 
7492:WallMap: x 2: 720.0 
7492:WallMap: x 3: 720.0 
7492:WallMap: y 0: 0 
7493:WallMap: y 1: 10 
7494:WallMap: y 2: 720.0 
7494:WallMap: y 3: 720.0 
7494:WallMap: x 0: 0 
7494:WallMap: x 1: 10 
7494:WallMap: x 2: 720.0 
7494:WallMap: x 3: 720.0 
7494:WallMap: y 0: 0 
7494:WallMap: y 1: 10 
7495:WallMap: y 2: 720.0 
7495:WallMap: y 3: 720.0 
7495:WallMap: x 0: 0 
7495:WallMap: x 1: 10 
7495:WallMap: x 2: 720.0 
7495:WallMap: x 3: 720.0 
7495:WallMap: y 0: 0 
7496:WallMap: y 1: 10 
7496:WallMap: y 2: 720.0 
7496:WallMap: y 3: 720.0 
7496:WallMap: x 0: 0 
7496:WallMap: x 1: 10 
7496:WallMap: x 2: 720.0 
7497:WallMap: x 3: 720.0 
7497:WallMap: y 0: 0 
7497:WallMap: y 1: 10 
7497:WallMap: y 2: 720.0 
7497:WallMap: y 3: 720.0 
7497:WallMap: x 0: 0 
7497:WallMap: x 1: 10 
7498:WallMap: x 2: 720.0 
7498:WallMap: x 3: 720.0 
7498:WallMap: y 0: 0 
7498:WallMap: y 1: 10 
7498:WallMap: y 2: 720.0 
7498:WallMap: y 3: 720.0 
7498:WallMap: x 0: 0 
7498:WallMap: x 1: 10 
7499:WallMap: x 2: 720.0 
7499:WallMap: x 3: 720.0 
7499:WallMap: y 0: 0 
7499:WallMap: y 1: 10 
7499:WallMap: y 2: 720.0 
7499:WallMap: y 3: 720.0 
7499:WallMap: x 0: 0 
7499:WallMap: x 1: 10 
7499:WallMap: x 2: 720.0 
7500:WallMap: x 3: 720.0 
7500:WallMap: y 0: 0 
7500:WallMap: y 1: 10 
7500:WallMap: y 2: 720.0 
7500:WallMap: y 3: 720.0 
7500:WallMap: x 0: 0 
7500:WallMap: x 1: 10 
7501:WallMap: x 2: 720.0 
7501:WallMap: x 3: 720.0 
7501:WallMap: y 0: 0 
7501:WallMap: y 1: 10 
7501:WallMap: y 2: 720.0 
7501:WallMap: y 3: 720.0 
7501:WallMap: x 0: 0 
7501:WallMap: x 1: 10 
7502:WallMap: x 2: 720.0 
7502:WallMap: x 3: 720.0 
7502:WallMap: y 0: 0 
7502:WallMap: y 1: 10 
7502:WallMap: y 2: 720.0 
7502:WallMap: y 3: 720.0 
7502:WallMap: x 0: 0 
7502:WallMap: x 1: 10 
7503:WallMap: x 2: 720.0 
7503:WallMap: x 3: 720.0 
7503:WallMap: y 0: 0 
7503:WallMap: y 1: 10 
7503:WallMap: y 2: 720.0 
7503:WallMap: y 3: 720.0 
7503:WallMap: x 0: 0 
7503:WallMap: x 1: 10 
7504:WallMap: x 2: 720.0 
7504:WallMap: x 3: 720.0 
7504:WallMap: y 0: 0 
7504:WallMap: y 1: 10 
7504:WallMap: y 2: 720.0 
7504:WallMap: y 3: 720.0 
7504:WallMap: x 0: 0 
7505:WallMap: x 1: 10 
7505:WallMap: x 2: 720.0 
7505:WallMap: x 3: 720.0 
7505:WallMap: y 0: 0 
7505:WallMap: y 1: 10 
7505:WallMap: y 2: 720.0 
7505:WallMap: y 3: 720.0 
7505:WallMap: x 0: 0 
7506:WallMap: x 1: 10 
7506:WallMap: x 2: 720.0 
7506:WallMap: x 3: 720.0 
7506:WallMap: y 0: 0 
7506:WallMap: y 1: 10 
7506:WallMap: y 2: 720.0 
7506:WallMap: y 3: 720.0 
7506:WallMap: x 0: 0 
7507:WallMap: x 1: 10 
7507:WallMap: x 2: 720.0 
7507:WallMap: x 3: 720.0 
7507:WallMap: y 0: 0 
7507:WallMap: y 1: 10 
7507:WallMap: y 2: 720.0 
7507:WallMap: y 3: 720.0 
7507:WallMap: x 0: 0 
7508:WallMap: x 1: 10 
7508:WallMap: x 2: 720.0 
7508:WallMap: x 3: 720.0 
7508:WallMap: y 0: 0 
7508:WallMap: y 1: 10 
7508:WallMap: y 2: 720.0 
7508:WallMap: y 3: 720.0 
7509:WallMap: x 0: 0 
7509:WallMap: x 1: 10 
7509:WallMap: x 2: 720.0 
7509:WallMap: x 3: 720.0 
7509:WallMap: y 0: 0 
7509:WallMap: y 1: 10 
7509:WallMap: y 2: 720.0 
7509:WallMap: y 3: 720.0 
7510:WallMap: x 0: 0 
7510:WallMap: x 1: 10 
7510:WallMap: x 2: 720.0 
7510:WallMap: x 3: 720.0 
7510:WallMap: y 0: 0 
7510:WallMap: y 1: 10 
7510:WallMap: y 2: 720.0 
7510:WallMap: y 3: 720.0 
7511:WallMap: x 0: 0 
7511:WallMap: x 1: 10 
7511:WallMap: x 2: 720.0 
7511:WallMap: x 3: 720.0 
7511:WallMap: y 0: 0 
7511:WallMap: y 1: 10 
7511:WallMap: y 2: 720.0 
7511:WallMap: y 3: 720.0 
7512:WallMap: x 0: 0 
7512:WallMap: x 1: 10 
7512:WallMap: x 2: 720.0 
7512:WallMap: x 3: 720.0 
7512:WallMap: y 0: 0 
7512:WallMap: y 1: 10 
7513:WallMap: y 2: 720.0 
7513:WallMap: y 3: 720.0 
7513:WallMap: x 0: 0 
7513:WallMap: x 1: 10 
7513:WallMap: x 2: 720.0 
7513:WallMap: x 3: 720.0 
7513:WallMap: y 0: 0 
7513:WallMap: y 1: 10 
7514:WallMap: y 2: 720.0 
7514:WallMap: y 3: 720.0 
7514:WallMap: x 0: 0 
7514:WallMap: x 1: 10 
7514:WallMap: x 2: 720.0 
7514:WallMap: x 3: 720.0 
7514:WallMap: y 0: 0 
7514:WallMap: y 1: 10 
7515:WallMap: y 2: 720.0 
7515:WallMap: y 3: 720.0 
7515:WallMap: x 0: 0 
7515:WallMap: x 1: 10 
7515:WallMap: x 2: 720.0 
7515:WallMap: x 3: 720.0 
7515:WallMap: y 0: 0 
7516:WallMap: y 1: 10 
7516:WallMap: y 2: 720.0 
7516:WallMap: y 3: 720.0 
7516:WallMap: x 0: 0 
7516:WallMap: x 1: 10 
7516:WallMap: x 2: 720.0 
7516:WallMap: x 3: 720.0 
7516:WallMap: y 0: 0 
7517:WallMap: y 1: 10 
7517:WallMap: y 2: 720.0 
7517:WallMap: y 3: 720.0 
7517:WallMap: x 0: 0 
7517:WallMap: x 1: 10 
7517:WallMap: x 2: 720.0 
7517:WallMap: x 3: 720.0 
7518:WallMap: y 0: 0 
7518:WallMap: y 1: 10 
7518:WallMap: y 2: 720.0 
7518:WallMap: y 3: 720.0 
7518:WallMap: x 0: 0 
7518:WallMap: x 1: 10 
7518:WallMap: x 2: 720.0 
7518:WallMap: x 3: 720.0 
7519:WallMap: y 0: 0 
7519:WallMap: y 1: 10 
7519:WallMap: y 2: 720.0 
7519:WallMap: y 3: 720.0 
7519:WallMap: x 0: 0 
7519:WallMap: x 1: 10 
7519:WallMap: x 2: 720.0 
7520:WallMap: x 3: 720.0 
7520:WallMap: y 0: 0 
7520:WallMap: y 1: 10 
7520:WallMap: y 2: 720.0 
7520:WallMap: y 3: 720.0 
7520:WallMap: x 0: 0 
7520:WallMap: x 1: 10 
7521:WallMap: x 2: 720.0 
7521:WallMap: x 3: 720.0 
7521:WallMap: y 0: 0 
7521:WallMap: y 1: 10 
7521:WallMap: y 2: 720.0 
7521:WallMap: y 3: 720.0 
7521:WallMap: x 0: 0 
7521:WallMap: x 1: 10 
7522:WallMap: x 2: 720.0 
7522:WallMap: x 3: 720.0 
7522:WallMap: y 0: 0 
7522:WallMap: y 1: 10 
7522:WallMap: y 2: 720.0 
7522:WallMap: y 3: 720.0 
7522:WallMap: x 0: 0 
7522:WallMap: x 1: 10 
7523:WallMap: x 2: 720.0 
7523:WallMap: x 3: 720.0 
7523:WallMap: y 0: 0 
7523:WallMap: y 1: 10 
7523:WallMap: y 2: 720.0 
7523:WallMap: y 3: 720.0 
7523:WallMap: x 0: 0 
7523:WallMap: x 1: 10 
7524:WallMap: x 2: 720.0 
7524:WallMap: x 3: 720.0 
7524:WallMap: y 0: 0 
7524:WallMap: y 1: 10 
7524:WallMap: y 2: 720.0 
7524:WallMap: y 3: 720.0 
7524:WallMap: x 0: 0 
7524:WallMap: x 1: 10 
7524:WallMap: x 2: 720.0 
7525:WallMap: x 3: 720.0 
7525:WallMap: y 0: 0 
7525:WallMap: y 1: 10 
7525:WallMap: y 2: 720.0 
7525:WallMap: y 3: 720.0 
7525:WallMap: x 0: 0 
7525:WallMap: x 1: 10 
7525:WallMap: x 2: 720.0 
7526:WallMap: x 3: 720.0 
7526:WallMap: y 0: 0 
7526:WallMap: y 1: 10 
7526:WallMap: y 2: 720.0 
7526:WallMap: y 3: 720.0 
7526:WallMap: x 0: 0 
7526:WallMap: x 1: 10 
7527:WallMap: x 2: 720.0 
7527:WallMap: x 3: 720.0 
7527:WallMap: y 0: 0 
7527:WallMap: y 1: 10 
7527:WallMap: y 2: 720.0 
7527:WallMap: y 3: 720.0 
7527:WallMap: x 0: 0 
7528:WallMap: x 1: 10 
7528:WallMap: x 2: 720.0 
7528:WallMap: x 3: 720.0 
7528:WallMap: y 0: 0 
7528:WallMap: y 1: 10 
7528:WallMap: y 2: 720.0 
7528:WallMap: y 3: 720.0 
7529:WallMap: x 0: 0 
7529:WallMap: x 1: 10 
7529:WallMap: x 2: 720.0 
7529:WallMap: x 3: 720.0 
7529:WallMap: y 0: 0 
7529:WallMap: y 1: 10 
7529:WallMap: y 2: 720.0 
7529:WallMap: y 3: 720.0 
7530:WallMap: x 0: 0 
7530:WallMap: x 1: 10 
7530:WallMap: x 2: 720.0 
7530:WallMap: x 3: 720.0 
7530:WallMap: y 0: 0 
7530:WallMap: y 1: 10 
7530:WallMap: y 2: 720.0 
7530:WallMap: y 3: 720.0 
7531:WallMap: x 0: 0 
7531:WallMap: x 1: 10 
7531:WallMap: x 2: 720.0 
7531:WallMap: x 3: 720.0 
7531:WallMap: y 0: 0 
7531:WallMap: y 1: 10 
7531:WallMap: y 2: 720.0 
7531:WallMap: y 3: 720.0 
7532:WallMap: x 0: 0 
7532:WallMap: x 1: 10 
7532:WallMap: x 2: 720.0 
7532:WallMap: x 3: 720.0 
7532:WallMap: y 0: 0 
7532:WallMap: y 1: 10 
7532:WallMap: y 2: 720.0 
7532:WallMap: y 3: 720.0 
7533:WallMap: x 0: 0 
7533:WallMap: x 1: 10 
7533:WallMap: x 2: 720.0 
7533:WallMap: x 3: 720.0 
7533:WallMap: y 0: 0 
7533:WallMap: y 1: 10 
7533:WallMap: y 2: 720.0 
7533:WallMap: y 3: 720.0 
7533:WallMap: x 0: 0 
7534:WallMap: x 1: 10 
7534:WallMap: x 2: 720.0 
7534:WallMap: x 3: 720.0 
7534:WallMap: y 0: 0 
7534:WallMap: y 1: 10 
7534:WallMap: y 2: 720.0 
7534:WallMap: y 3: 720.0 
7535:WallMap: x 0: 0 
7535:WallMap: x 1: 10 
7535:WallMap: x 2: 720.0 
7535:WallMap: x 3: 720.0 
7535:WallMap: y 0: 0 
7535:WallMap: y 1: 10 
7535:WallMap: y 2: 720.0 
7535:WallMap: y 3: 720.0 
7536:WallMap: x 0: 0 
7536:WallMap: x 1: 10 
7536:WallMap: x 2: 720.0 
7536:WallMap: x 3: 720.0 
7536:WallMap: y 0: 0 
7536:WallMap: y 1: 10 
7536:WallMap: y 2: 720.0 
7537:WallMap: y 3: 720.0 
7537:WallMap: x 0: 0 
7537:WallMap: x 1: 10 
7537:WallMap: x 2: 720.0 
7537:WallMap: x 3: 720.0 
7537:WallMap: y 0: 0 
7537:WallMap: y 1: 10 
7537:WallMap: y 2: 720.0 
7538:WallMap: y 3: 720.0 
7538:WallMap: x 0: 0 
7538:WallMap: x 1: 10 
7538:WallMap: x 2: 720.0 
7538:WallMap: x 3: 720.0 
7538:WallMap: y 0: 0 
7538:WallMap: y 1: 10 
7538:WallMap: y 2: 720.0 
7539:WallMap: y 3: 720.0 
7539:WallMap: x 0: 0 
7539:WallMap: x 1: 10 
7539:WallMap: x 2: 720.0 
7539:WallMap: x 3: 720.0 
7539:WallMap: y 0: 0 
7539:WallMap: y 1: 10 
7539:WallMap: y 2: 720.0 
7540:WallMap: y 3: 720.0 
7540:WallMap: x 0: 0 
